feedback_id,feedback_text,question,question_num,annotator_1,annotator_2,annotator_3
f632_q3,I can’t point to anything negative — the class was inspiring.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f632_q4,I do really appreciate this kind of teacher this is the standard that the school need.,"Any further, constructive comment:",Q4,joy,joy,joy
f633_q1,The instructor makes the course lively and engaging.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f633_q2,Giving real-life situations and examples.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f633_q3,The only issue: I wanted follow-up workshops since I enjoyed them.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f633_q4,I really like it.,"Any further, constructive comment:",Q4,joy,joy,joy
f634_q1,The course is exciting; every session is interesting.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f634_q2,"He answers all of our questions, and you can clearly see that he genuinely wants us to learn. Sometimes I get lost during the discussion because I'm n...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f634_q3,Nothing to dislike — I enjoyed how clear and cheerful the lessons were.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f634_q4,Thank you sir <<33,"Any further, constructive comment:",Q4,joy,joy,joy
f635_q1,"I’m happy with the course, nothing needs to change.",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f635_q2,[PROFESSOR] patience and breaking the topic's process into smaller parts making it more digestible.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f635_q3,The least I liked was having to wait for the next class.,What did you like least about your instructor's teaching?,Q3,joy,joy,boredom
f635_q4,"Thank you, sir <<3","Any further, constructive comment:",Q4,joy,joy,joy
f636_q1,The projects are fun and help understand the concepts well.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f636_q2,[PROFESSOR] ability to make complex topics less intimidating and actually makes learning fun. Kudos also to sir for respecting our time by not going a...,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f636_q3,No complaints — the teacher made complex things feel simple and joyful.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f636_q4,"Thank you, sir <<33","Any further, constructive comment:",Q4,joy,joy,joy
f637_q1,I enjoyed the class very much.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f637_q2,"As a visual learner, [PROFESSOR] effort in demonstrating the topics visually was very helpful and his ability to apply our topics to real-world situat...",What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f637_q3,The only downside: I wanted more time for discussions because they were great.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f637_q4,"Thank you, sir <3","Any further, constructive comment:",Q4,joy,joy,joy
f638_q1,The learning experience was joyful and inspiring.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f638_q2,[PROFESSOR] patience and dedication to incorporate real world scenarios in our lessons and the activities were very engaging.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f638_q3,I didn’t find anything to dislike; it was all positive.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f638_q4,"I AM JUST SO THANKFUL FOR HAVING HER AS OUR INSTRUCTOR, SHE'S ONE OF A KIND, BRILLANT.","Any further, constructive comment:",Q4,joy,joy,joy
f639_q1,I love how engaging the course activities are.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f639_q2,[PROFESSOR] teaching is very fun and the activities are always engaging and relevant to the topic.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f639_q3,The least was that the course ended before we could explore extras.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f639_q4,Sir [PROFESSOR] da goat,"Any further, constructive comment:",Q4,joy,joy,joy
f640_q1,The instructor makes learning enjoyable and effective.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f640_q2,I like [PROFESSOR] patience and dedication. I appreciate her so much for making sure that we're learning the topics. ♡,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f640_q3,No negatives — I left class excited every time.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f640_q4,I enjoy discreet subject as well the instructor teach us well,"Any further, constructive comment:",Q4,joy,joy,joy
f641_q1,I had fun collaborating with my classmates.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f641_q2,Everything.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f641_q3,The only small gripe is that I wanted recordings of every session to rewatch.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f641_q4,Keep it up!,"Any further, constructive comment:",Q4,joy,joy,joy
f642_q1,"More interactive lessons would be great, but overall fun.",What changes would you recommend to improve this course?,Q1,joy,joy,joy
f642_q2,The way he give simplified and real life example about the the lesson inorder for the students to fully understand the point of the topic.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f642_q3,I can’t think of anything bad — the teaching was encouraging.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f642_q4,"IM JUST THANKFUL THAT I HAVE HIM AS OUR INSTRUCTOR, HE IS AMAZING AND KIND..","Any further, constructive comment:",Q4,joy,joy,joy
f643_q1,The course is already excellent and enjoyable.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f643_q2,The explanations were clear and the topics were presented in a way that is easily digestible.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f643_q3,The least I liked was the limited time for the many fun activities.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f643_q4,I'm Thankful to him that he is my Instructor on MIT,"Any further, constructive comment:",Q4,joy,joy,joy
f644_q1,The professor’s style makes learning fun and exciting.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f644_q2,provides practical learnings and application that relates to each topic,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f644_q3,No complaints — the instructor made information enjoyable.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f644_q4,"Thank ma'am [PROFESSOR], for always answering our questions regarding our capstone project.","Any further, constructive comment:",Q4,joy,joy,joy
f645_q1,I had a joyful experience in every class session.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f645_q2,Showing the code how it works,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f645_q3,The only issue was wanting extra credit because the projects were so fun.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f645_q4,"You're a great teacher. . .
Thank you!","Any further, constructive comment:",Q4,joy,joy,joy
f646_q1,The course was engaging and full of positive energy.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f646_q2,Giving Examples that made learning engaging and Clear,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f646_q3,I don’t have any dislikes; class felt uplifting and clear.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f646_q4,"""You're a great teacher! thank you","Any further, constructive comment:",Q4,joy,joy,joy
f647_q1,I loved the hands-on activities and projects.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f647_q2,What I like the best about my instructor's teaching is the interactive approach on students,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f647_q3,The least was that I wanted more chances to present because it was enjoyable.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f647_q4,"On course outline: Would be nice if Sir [PROFESSOR] can provide us perhaps a brief lecture on cryptography.

On lecture materials: I love that Sir [PR...","Any further, constructive comment:",Q4,joy,joy,joy
f648_q1,The instructor makes even challenging topics fun.,What changes would you recommend to improve this course?,Q1,joy,joy,joy
f648_q2,He always make sure na all of us understood his lesson po.,What did you like best about your instructor's teaching?,Q2,joy,joy,joy
f648_q3,No negatives — every lecture boosted my confidence.,What did you like least about your instructor's teaching?,Q3,joy,joy,joy
f648_q4,I hope that the instructor will continue doing those activities that allow me and my classmates to move a lot on his next class this upcoming academic...,"Any further, constructive comment:",Q4,joy,joy,joy
